Application_name,Benchmark_name,[1]- Total no of Return statement:,[2]- Total no of Control Statement:,[3]- Total no of Allocation instruction:,[4]- Total no of Load Instructions:,[5]- Total no of Store Instructions:,[6]- Total no of Multiplication (Float Datatype) Operation:,[7]- Total no of Addition(Integer Datatype) Instruction:,[8]- Total no of Multiplication(Integer Datatype) Instruction:,[9]- Total no of Division(Float Datatype) instruction:,[10]-Total no of Division(Integer Datatype) instruction: ,[11]-Total no of Condition Check instruction:,[12]-Total no of Addition(Float Datatype) instruction:,[13]-Total no of Addition(Integer Datatype) instruction:,[14]-Total no of Subtraction(Float Datatype) instruction:,[15]-Total no of Subtraction(Integer Datatype) instruction:,[16]-Total no of Function Call instruction:,[17]-Total no of Functions:,[18]-Total no of Blocks:,[19]-Total no of Instructions:,[20]-Total no of Float Operation:,[21]-Total no of Integer Operation:,[22]-Total no of Loop Operation:,[23]-Total no of Loop:,Data_size,Base Clock (Ghz),Boost Clock (Ghz),Total Cores (#),Memory Size (GB),Memory bandwidth (GB/s),Performance (Single Precision) (GFLOPS),Instruction per cycle (#),Memory Speed (Ghz/Gbps),Execution Time in Seconds,System,System
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.914452076,740_1_CPU_Execution_time,1
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.9164040089,740_1_CPU_Execution_time,1
ScanLargeArrays ,amd,3,18,0,26,19,0,0,2,0,0,4,7,0,0,5,10,7,21,128,35,129,0,0,33554432,3.2,3.4,16,8,25.6,409.6,32,1.6,0.918444156647,760_CPU_Execution_time,5
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,512,0.98,1.033,1152,2,192.2,2257.9,2,6,0.92179608345,760_GPU_Execution_time,6
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13512,3.2,3.4,16,8,25.6,409.6,32,1.6,0.9283080101,760_CPU_Execution_time,5
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,0.9315340519,760_GPU_Execution_time,6
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,0.9819748402,740_1_GPU_Execution_time,2
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,0.985602140427,740_2_CPU_Execution_time,3
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,450,0.993,1.003,384,2,28.8,762,2,1.8,0.985659122467,740_2_GPU_Execution_time,4
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,13000,0.98,1.033,1152,2,192.2,2257.9,2,6,0.9868052006,760_GPU_Execution_time,6
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,14024,3.2,3.4,16,8,25.6,409.6,32,1.6,0.9931650162,760_CPU_Execution_time,5
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,256,0.993,1.003,384,2,28.8,762,2,1.8,0.998268127441,740_2_GPU_Execution_time,4
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,0.9994251728,740_1_CPU_Execution_time,1
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,450,0.993,1.003,384,2,28.8,762,2,1.8,1.0067169666,740_1_GPU_Execution_time,2
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,2048,0.98,1.033,1152,2,192.2,2257.9,2,6,1.0197789669,760_GPU_Execution_time,6
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,13000,3.2,3.4,16,8,25.6,409.6,32,1.6,1.025121212,760_CPU_Execution_time,5
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,1.0487830639,740_1_CPU_Execution_time,1
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,450,3.2,3.4,16,8,25.6,409.6,32,1.6,1.054101944,760_CPU_Execution_time,5
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,3.4,4,32,4,34.1,870.4,32,2.133,1.0583510399,740_1_CPU_Execution_time,1
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,1.0608119965,740_1_GPU_Execution_time,2
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,1.08447504044,740_2_GPU_Execution_time,4
matvecmul,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,2,63,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,1.0913720131,740_1_GPU_Execution_time,2
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,1.0981340408,760_GPU_Execution_time,6
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,3.4,4,32,4,34.1,870.4,32,2.133,1.11151003838,740_2_CPU_Execution_time,3
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.11675810814,740_2_GPU_Execution_time,4
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.1473958492,740_1_GPU_Execution_time,2
gramschmidt,polybench,3,16,0,9,5,0,8,6,1,0,6,0,8,1,0,4,7,19,84,11,196,0,0,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,1.1479649544,760_CPU_Execution_time,5
mvt,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,56,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,1.1494050026,740_1_CPU_Execution_time,1
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1536,3.4,4,32,4,34.1,870.4,32,2.133,1.1507730484,740_2_CPU_Execution_time,3
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,3.4,4,32,4,34.1,870.4,32,2.133,1.1587970257,740_1_CPU_Execution_time,1
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,512,0.993,1.003,384,2,28.8,762,2,1.8,1.17361807823,740_2_GPU_Execution_time,4
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,1.1795158386,760_GPU_Execution_time,6
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1024,0.98,1.033,1152,2,192.2,2257.9,2,6,1.1800498962,760_GPU_Execution_time,6
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.1877598763,740_1_GPU_Execution_time,2
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,3.4,4,32,4,34.1,870.4,32,2.133,1.19717621803,740_2_CPU_Execution_time,3
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.21246004105,740_2_GPU_Execution_time,4
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,512,0.993,1.003,384,2,28.8,762,2,1.8,1.22096300125,740_2_GPU_Execution_time,4
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,450,3.4,4,32,4,34.1,870.4,32,2.133,1.23280978203,740_2_CPU_Execution_time,3
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,128,3.4,4,32,4,34.1,870.4,32,2.133,1.26057887077,740_2_CPU_Execution_time,3
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1536,0.993,1.003,384,2,28.8,762,2,1.8,1.27436709404,740_2_GPU_Execution_time,4
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,1024,3.2,3.4,16,8,25.6,409.6,32,1.6,1.3169419766,760_CPU_Execution_time,5
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,1.3207011223,740_1_CPU_Execution_time,1
syrk,polybench,1,6,0,4,2,2,2,0,0,0,3,0,2,0,0,1,4,7,28,5,25,0,0,1536,0.98,1.033,1152,2,192.2,2257.9,2,6,1.3231258392,760_GPU_Execution_time,6
3DConvolution,polybench,1,5,0,11,2,1,16,7,0,0,4,0,16,0,4,14,4,6,91,4,117,0,0,450,3.4,4,32,4,34.1,870.4,32,2.133,1.3995361328,740_1_CPU_Execution_time,1
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1536,3.2,3.4,16,8,25.6,409.6,32,1.6,1.400468111,760_CPU_Execution_time,5
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,3.2,3.4,16,8,25.6,409.6,32,1.6,1.40561795235,760_CPU_Execution_time,5
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,1.4176681042,740_1_CPU_Execution_time,1
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.4235169888,740_1_GPU_Execution_time,2
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.4386529923,740_1_GPU_Execution_time,2
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1536,3.4,4,32,4,34.1,870.4,32,2.133,1.4520769119,740_1_CPU_Execution_time,1
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,1024,3.4,4,32,4,34.1,870.4,32,2.133,1.45399808884,740_2_CPU_Execution_time,3
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.45447897911,740_2_GPU_Execution_time,4
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,1.4544970989,740_1_GPU_Execution_time,2
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1536,3.2,3.4,16,8,25.6,409.6,32,1.6,1.4546148777,760_CPU_Execution_time,5
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1024,0.993,1.003,384,2,28.8,762,2,1.8,1.45642590523,740_2_GPU_Execution_time,4
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,8192,3.2,3.4,16,8,25.6,409.6,32,1.6,1.50392580032,760_CPU_Execution_time,5
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,1536,0.993,1.003,384,2,28.8,762,2,1.8,1.5164480209,740_1_GPU_Execution_time,2
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,1.5239629746,740_1_GPU_Execution_time,2
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,8192,0.98,1.033,1152,2,192.2,2257.9,2,6,1.55473399162,760_GPU_Execution_time,6
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,1.57162094116,740_2_GPU_Execution_time,4
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,8192,0.993,1.003,384,2,28.8,762,2,1.8,1.58320999146,740_2_GPU_Execution_time,4
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,1.58552598953,740_2_GPU_Execution_time,4
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,1.58646583557,740_2_CPU_Execution_time,3
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1536,3.4,4,32,4,34.1,870.4,32,2.133,1.59056997299,740_2_CPU_Execution_time,3
MatrixTranspose ,amd,1,0,0,8,8,0,21,14,0,0,0,0,21,0,0,8,9,1,125,12,73,0,0,8192,3.4,4,32,4,34.1,870.4,32,2.133,1.605752945,740_1_CPU_Execution_time,1
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1024,3.4,4,32,4,34.1,870.4,32,2.133,1.6128249168,740_1_CPU_Execution_time,1
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,67108864,0.98,1.033,1152,2,192.2,2257.9,2,6,1.64280104637,760_GPU_Execution_time,6
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,1.64687800407,740_2_CPU_Execution_time,3
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,1.6570761204,740_1_GPU_Execution_time,2
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,1.6636228561,740_1_GPU_Execution_time,2
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,1.67725610733,740_2_CPU_Execution_time,3
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,1.69531702995,740_2_GPU_Execution_time,4
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13512,0.993,1.003,384,2,28.8,762,2,1.8,1.70307612419,740_2_GPU_Execution_time,4
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13512,0.993,1.003,384,2,28.8,762,2,1.8,1.7961699963,740_1_GPU_Execution_time,2
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,131072,3.2,3.4,16,8,25.6,409.6,32,1.6,1.80557894707,760_CPU_Execution_time,5
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13512,3.4,4,32,4,34.1,870.4,32,2.133,1.81318712234,740_2_CPU_Execution_time,3
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,13000,0.98,1.033,1152,2,192.2,2257.9,2,6,1.8206019402,760_GPU_Execution_time,6
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,67108864,0.993,1.003,384,2,28.8,762,2,1.8,1.8232409954,740_1_GPU_Execution_time,2
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,14024,0.993,1.003,384,2,28.8,762,2,1.8,1.83003091812,740_2_GPU_Execution_time,4
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,67108864,3.2,3.4,16,8,25.6,409.6,32,1.6,1.8400580883,760_CPU_Execution_time,5
DCT ,amd,2,17,1,5,9,1,3,1,1,1,15,1,3,1,4,2,5,18,150,1,28,1,1,512,3.4,4,32,4,34.1,870.4,32,2.133,1.84766578674,740_2_CPU_Execution_time,3
atax,polybench,2,10,0,6,2,0,2,1,0,0,4,0,2,0,0,2,5,12,38,7,60,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,1.8936829567,740_1_CPU_Execution_time,1
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,1.8997819424,740_1_CPU_Execution_time,1
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,67108864,3.4,4,32,4,34.1,870.4,32,2.133,1.9226489067,740_1_CPU_Execution_time,1
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,14024,0.993,1.003,384,2,28.8,762,2,1.8,1.9310488701,740_1_GPU_Execution_time,2
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,14024,3.4,4,32,4,34.1,870.4,32,2.133,1.93406796455,740_2_CPU_Execution_time,3
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,67108864,3.4,4,32,4,34.1,870.4,32,2.133,1.97470092773,740_2_CPU_Execution_time,3
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,1.9899978638,740_1_GPU_Execution_time,2
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,2.0095901489,740_1_GPU_Execution_time,2
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,13000,3.2,3.4,16,8,25.6,409.6,32,1.6,2.0165829659,760_CPU_Execution_time,5
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,2.01692199707,740_2_GPU_Execution_time,4
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,2.02219700813,740_2_GPU_Execution_time,4
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,2.02412104607,740_2_CPU_Execution_time,3
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,512,0.993,1.003,384,2,28.8,762,2,1.8,2.0440299511,740_2_GPU_Execution_time,4
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,13512,3.4,4,32,4,34.1,870.4,32,2.133,2.0727651119,740_1_CPU_Execution_time,1
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,2048,0.993,1.003,384,2,28.8,762,2,1.8,2.12930607796,740_2_GPU_Execution_time,4
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,13000,0.993,1.003,384,2,28.8,762,2,1.8,2.1424431801,740_1_GPU_Execution_time,2
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,1048576,0.993,1.003,384,2,28.8,762,2,1.8,2.1947760582,740_2_GPU_Execution_time,4
2mm,polybench,2,12,0,6,2,0,4,2,0,0,6,0,4,0,0,2,5,14,50,9,85,0,0,3072,0.98,1.033,1152,2,192.2,2257.9,2,6,2.1994380951,760_GPU_Execution_time,6
gesummv,polybench,1,5,0,8,3,1,1,0,0,0,2,0,1,0,0,3,4,6,29,8,22,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,2.2007420063,740_1_CPU_Execution_time,1
bicg,polybench,2,10,0,6,4,0,2,1,0,0,4,0,2,0,0,2,5,12,40,7,64,0,0,14024,3.4,4,32,4,34.1,870.4,32,2.133,2.2063660622,740_1_CPU_Execution_time,1
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,1048576,0.993,1.003,384,2,28.8,762,2,1.8,2.21430706978,740_2_GPU_Execution_time,4
2DConvolution,polybench,1,3,0,9,1,1,11,3,0,0,4,0,11,0,4,10,5,4,68,6,40,0,0,13000,3.4,4,32,4,34.1,870.4,32,2.133,2.2458081245,740_1_CPU_Execution_time,1
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,3072,0.98,1.033,1152,2,192.2,2257.9,2,6,2.25546813011,760_GPU_Execution_time,6
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,512,3.4,4,32,4,34.1,870.4,32,2.133,2.32120704651,740_2_CPU_Execution_time,3
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,2048,3.2,3.4,16,8,25.6,409.6,32,1.6,2.3441069126,760_CPU_Execution_time,5
BlackScholes ,amd,5,1,5,11,7,24,3,3,11,1,2,3,3,21,1,47,10,5,158,271,57,1,1,67108864,0.993,1.003,384,2,28.8,762,2,1.8,2.37294507027,740_2_GPU_Execution_time,4
BinomialOptionMultiGPU,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,1048576,0.993,1.003,384,2,28.8,762,2,1.8,2.4178020954,740_1_GPU_Execution_time,2
BinomialOption ,amd,1,0,0,2,2,0,2,2,0,0,0,1,2,1,0,1,4,1,18,6,12,0,0,1048576,0.993,1.003,384,2,28.8,762,2,1.8,2.4198129177,740_1_GPU_Execution_time,2
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,2.46145105362,740_2_GPU_Execution_time,4
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,1024,0.993,1.003,384,2,28.8,762,2,1.8,2.4622058868,740_1_GPU_Execution_time,2
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,67108864,0.98,1.033,1152,2,192.2,2257.9,2,6,2.4800388813,760_GPU_Execution_time,6
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,2048,3.4,4,32,4,34.1,870.4,32,2.133,2.48881912231,740_2_CPU_Execution_time,3
FloydWarshall ,amd,1,2,0,3,2,0,2,1,0,0,1,0,2,0,0,0,3,3,19,0,55,0,1,2048,0.993,1.003,384,2,28.8,762,2,1.8,2.5297050476,740_1_GPU_Execution_time,2
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,512,3.4,4,32,4,34.1,870.4,32,2.133,2.58428883553,740_2_CPU_Execution_time,3
syr2k,polybench,1,6,0,6,2,4,2,0,0,0,3,1,2,0,0,1,4,7,35,6,31,0,0,2048,3.4,4,32,4,34.1,870.4,32,2.133,2.6101350784,740_1_CPU_Execution_time,1
BitonicSort ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,67108864,0.98,1.033,1152,2,192.2,2257.9,2,6,2.61414599419,760_GPU_Execution_time,6
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,4096,0.98,1.033,1152,2,192.2,2257.9,2,6,2.6544628143,760_GPU_Execution_time,6
gemm,polybench,1,6,0,4,2,2,2,1,0,0,3,0,2,0,0,1,4,7,29,6,26,0,0,2048,3.4,4,32,4,34.1,870.4,32,2.133,2.6729381084,740_1_CPU_Execution_time,1
correlation,polybench,4,26,0,14,12,1,21,5,3,0,9,1,21,2,0,4,8,30,136,16,294,6,6,1536,0.98,1.033,1152,2,192.2,2257.9,2,6,2.7081110477,760_GPU_Execution_time,6
covariance,polybench,3,18,0,9,7,0,15,4,1,0,7,1,15,1,0,1,6,21,84,9,141,5,5,1536,0.98,1.033,1152,2,192.2,2257.9,2,6,2.71073699,760_GPU_Execution_time,6
BlackScholesDP ,amd,6,7,5,8,7,5,7,6,5,5,6,5,7,5,5,5,8,8,24,5,60,5,6,67108864,3.2,3.4,16,8,25.6,409.6,32,1.6,2.81464290619,760_CPU_Execution_time,5
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,2.88777184486,740_2_GPU_Execution_time,4
3mm,polybench,3,18,0,9,3,0,6,3,0,0,9,0,6,0,0,3,6,21,75,10,183,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,2.9473130703,740_2_GPU_Execution_time,4
fdtd2d,polybench,3,12,0,12,4,0,4,1,0,0,6,1,4,4,0,3,6,15,72,11,225,0,0,2048,0.993,1.003,384,2,28.8,762,2,1.8,3.1122961044,740_1_GPU_Execution_time,2
MatrixMultiplication,amd,3,18,2,6,10,2,4,2,2,2,16,2,4,2,5,3,6,19,151,2,29,2,2,512,3.2,3.4,16,8,25.6,409.6,32,1.6,3.15229105949,760_CPU_Execution_time,5
